 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.11594 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0655801 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0226323 / -0.0226322 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_5__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0339111 / -0.033911 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}W #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_Flavor_Composition_Sig | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -1.11022e-16 / -1.11022e-16 |
 | gamma_stat_CR1bminus_nJets_bin_0 | 0.00186898 / -0.00186898 | 0.00323774 / -0.00323774 | 0.00332587 / -0.00332587 | 0.00439484 / -0.00439484 | 0.00617136 / -0.00617136 | 0.00718436 / -0.00718436 | 0.00413937 / -0.00413937 | 0.010736 / -0.010736 | 0.00657567 / -0.00657567 | 0.00586562 / -0.00586562 | 0.0058423 / -0.0058423 | 0.00597125 / -0.00597125 | 0.00675492 / -0.00675492 | 0.00579693 / -0.00579693 | 0.0132081 / -0.0132081 | 0.00900982 / -0.00900982 | 0.00932923 / -0.00932923 | 0.00951927 / -0.00951927 | 0.0208618 / -0.0208618 | 0.0208622 / -0.0208622 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00177104 / -0.00177104 |
 | gamma_stat_CR1bminus_nJets_bin_1 | 0.00389622 / -0.00389622 | 0.00532749 / -0.00532749 | 0.00618963 / -0.00618963 | 0.005673 / -0.005673 | 0.00675399 / -0.00675399 | 0.00625949 / -0.00625949 | 0.00599975 / -0.00599975 | 0.00577891 / -0.00577891 | 0.00556379 / -0.00556379 | 0.0065475 / -0.0065475 | 0.00731239 / -0.00731239 | 0.00653979 / -0.00653979 | 0.00532153 / -0.00532153 | 0.00520826 / -0.00520826 | 0.00620241 / -0.00620241 | 0.00627943 / -0.00627943 | 0.00646431 / -0.00646431 | 0.00609636 / -0.00609636 | 7.35189e-08 / -7.35189e-08 | 1.00502e-09 / -1.00502e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00363844 / -0.00363844 |
 | gamma_stat_CR1bminus_nJets_bin_2 | 0.00615909 / -0.00615909 | 0.00667829 / -0.00667829 | 0.00682534 / -0.00682534 | 0.0067347 / -0.0067347 | 0.00593965 / -0.00593965 | 0.00581054 / -0.00581054 | 0.00653457 / -0.00653457 | 0.00384736 / -0.00384736 | 0.00299978 / -0.00299978 | 0.00519584 / -0.00519584 | 0.00555589 / -0.00555589 | 0.00603198 / -0.00603198 | 0.00452991 / -0.00452991 | 0.00735011 / -0.00735011 | 0.00193341 / -0.00193341 | 0.00457555 / -0.00457555 | 0.0043045 / -0.0043045 | 0.00403586 / -0.00403586 | 8.93012e-08 / -8.93012e-08 | 1.22077e-09 / -1.22077e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00561524 / -0.00561524 |
 | gamma_stat_CR1bminus_nJets_bin_3 | 0.00845722 / -0.00845722 | 0.0069453 / -0.0069453 | 0.00625123 / -0.00625123 | 0.00584899 / -0.00584899 | 0.00404103 / -0.00404103 | 0.00343677 / -0.00343677 | 0.0058438 / -0.0058438 | 0.00211368 / -0.00211368 | 0.00862239 / -0.00862239 | 0.00378493 / -0.00378493 | 0.00355076 / -0.00355076 | 0.00368699 / -0.00368699 | 0.00734209 / -0.00734209 | 0.00500255 / -0.00500255 | 0.000398578 / -0.000398578 | 0.00221926 / -0.00221926 | 0.00232499 / -0.00232499 | 0.00267513 / -0.00267513 | 1.24436e-07 / -1.24436e-07 | 1.70106e-09 / -1.70106e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00761176 / -0.00761176 |
 | gamma_stat_CR1bminus_nJets_bin_4 | 0.0101964 / -0.0101964 | 0.00619239 / -0.00619239 | 0.0050021 / -0.0050021 | 0.00454335 / -0.00454335 | 0.00263849 / -0.00263849 | 0.00172689 / -0.00172689 | 0.00471959 / -0.00471959 | 0.000500529 / -0.000500529 | 0.00400431 / -0.00400431 | 0.00378325 / -0.00378325 | 0.00359664 / -0.00359664 | 0.00387052 / -0.00387052 | 0.00284805 / -0.00284805 | 0.00373003 / -0.00373003 | 1.80214e-08 / -1.80214e-08 | 0.00170641 / -0.00170641 | 0.00136182 / -0.00136182 | 0.00171145 / -0.00171145 | 2.06533e-07 / -2.06533e-07 | 2.82334e-09 / -2.82334e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00885043 / -0.00885043 |
 | gamma_stat_CR1bminus_nJets_bin_5 | 0.00872379 / -0.00872379 | 0.00570132 / -0.00570132 | 0.00408792 / -0.00408792 | 0.00427211 / -0.00427211 | 0.00181679 / -0.00181679 | 0.00174617 / -0.00174617 | 0.00431937 / -0.00431937 | 0.00121262 / -0.00121262 | 0.0023038 / -0.0023038 | 0.00596609 / -0.00596609 | 0.00238163 / -0.00238163 | 0.00283278 / -0.00283278 | 0.0022488 / -0.0022488 | 0.00106662 / -0.00106662 | 4.0411e-08 / -4.0411e-08 | 0.00178271 / -0.00178271 | 0.00101382 / -0.00101382 | 0.00118327 / -0.00118327 | 4.63126e-07 / -4.63126e-07 | 6.33103e-09 / -6.33103e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0132238 / -0.0132238 |
 | gamma_stat_CR1bminus_nJets_bin_6 | 0.0130642 / -0.0130642 | 0.00621951 / -0.00621951 | 0.00641592 / -0.00641592 | 0.00423039 / -0.00423039 | 0.00210448 / -0.00210448 | 0.00528807 / -0.00528807 | 0.00476612 / -0.00476612 | 0.000789787 / -0.000789787 | 0.000947535 / -0.000947535 | 0.00520419 / -0.00520419 | 0.00157589 / -0.00157589 | 0.00151752 / -0.00151752 | 0.000551035 / -0.000551035 | 0.00127424 / -0.00127424 | 8.84803e-08 / -8.84803e-08 | 0.00256503 / -0.00256503 | 0.000984946 / -0.000984946 | 0.00141984 / -0.00141984 | 1.01402e-06 / -1.01402e-06 | 1.38618e-08 / -1.38618e-08 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0278575 / -0.0278575 |
